review_text,review_rating
Terrible Customer service attitude on the phone.,1
"Needs few improvements,otherwise brilliant",4
Very friendly.very clean and tidy,5
Amazing work carried out by amazing pepole,5
Excellent quality of service,5
Very old buildings with much facilities,3
Disgusting care nhs is a joke,1
I waiting for 6 hours to see a doctor,1
"Ready for long waits before anyone see you,",1
Helpful staff and better facilities,4
I work here,5
Terrible hospital,1
Spacious clean easy layout,5
Dedicated staff under pressure.,5
Very rude nurses,1
Good,5
Then are not a good hospital,1
Absolutely first class hospital,5
Wouldnt  recommend the A&E  to anyone!!,1
Saved my arm. And saved my life.,5
Long wait today at ent,5
I find the website very usefully and very good.,5
What a joke a big joke forgot it that all i can say forgot it,1
Fantastic service,5
.very good staff are helpful,5
Gross neglectand incompetence,1
Clean and welcoming,4
Staff still care ✊,5
Very good treatment,4
Caring and  considerate.,5
Famtastic,5
Go and check it out yourself.,2
Very good!,5
I work for the Trust,4
SO bad chile,1
Good hospital,5
__😎👌,5
Horrible service,1
Excellent service,5
i am scared to visit,1
Very very busy,5
Very hygieneic,5
Excellent staff,5
Good,5
Hate the parking,4
Excellent,5
Hospital appointment,5
Regular visits,4
excellent service,5
Just amazing,5
Could be better,3
Hospital,4
Got better,5
One of the worst,1
Good hospital,1
"It seems there are very mixed reviews about this hospital. However, I spent several days here from the moment a loved one was admitted to HDU7 until she took her final breath yesterday when the life support machine was switched off. I could not have met a kinder, respectful and caring team of doctors and nurses there than anywhere else.

The Nurse in Charge on Ward 3 and some of the team I met there too (another person I knew hospitalised there) were also the sweetest and most polite people who appear to to be in their professions for the right reasons.

Admittedly, I baulked at the shabbiness of the hospital - so old, dated and depressing BUT that pales into insignificance when comparing it to the compassionate staff.

I am from London and it seems money is being poured into hospitals there to make them look top notch and fancy - aesthetically pleasing one might say but NOTHING compares to the dignity shown to family, friends and those who are patients at Heartlands.

I know the outcome was not what was expected nor wanted and we have to come to terms with it but I thank all those whom I came into contact with who went above and beyond truly caring for our darling loved one and ourselves. You are the epitome of what a caring profession is meant to look like. Thank you all 💕",5
"I have had many bad experiences here but none worse than today, when a receptionist refused to allow be to be seen for care as she disagreed with my GP referral letter. The staff working here don’t care about your health or wellbeing one bit, they simply turn up to be paid for minimal effort. The worst example of what is an absolutely terrible “health” service.",1
I'm waiting to see a neurologist I have refused to go to heartless even though I live a few bus stops away told my gp torefer Mr tothe city hospital,1
No respect for these kids waiting for hours siting on uncomfortable plastic chairs for hours.,1
"Hospital has no system every body does what he wants, no body cares or help patients no updates Complaint useless I paid $3500 for nothing. God is sufficient for me, and He is the best disposer of affairs for you. If it was useful, I would have put a negative star.",1
"Not a good experience, a bad 6 weeks for me. I had my right leg amputated - this alone is painful and there was no psychological support. But the treatment by some of the sisters was a disaster. Once a bandage change took 4 hours and was only done straight away because my husband intervened!
In Ward 9 there were 3 very nice, nice nurses, such as Nadine, but the rest were malicious or racist, I can't really say.
If I had problems with the staff, they wanted to give me painkillers or a psychiatrist, which I decided not to do.
The healthcare system is completely different than in Germany and you almost have to kiss the staff's feet when they come 45-60 minutes after ringing the bell and ask what you want...
Physiotherapy is limited to sheets with pictures of how to do which exercises
I was given a defective wheelchair and I had to sign for the “entirety” of it, otherwise I wouldn’t have gotten anything. Therapy then consisted of seeing whether I could wash myself and make it onto the wheelchair on my own.
We were promised an electric bed for our home... later that wasn't true and my husband had to buy a normal bed.
Added to this was my problem of not understanding English very well.
Most of the doctors were nice, but visits only lasted a few seconds and they didn't really want to know how I was doing.
All in all: losing my leg was the worst experience of my life!",1
Pretty helpful,4
"Today I went to children’s A&E with my 6 month old. Staff were very thorough and empathetic.

We were seen in good time and observations were taken regularly.

My local hospital is Newham but I drove here instead as I find the care so much better.",5
"Royal London Hospital and medical college. The biggest medical college hospital in Europe and the best clean hospital in the country. Facility with emergency heliport on the top.
All the Dr, nurse and medical students are great and serve the entire country.
When you are inside you won't feel typical hospital or smell. The restaurant open isde almost all night.
We proud to be part of the community and happy we managed to do something for them during the lock down.",5
Unfortunately I live in East London and every time I need an ambulance for serious ailments I’m taken here. It’s a modern hospital or so it was. It’s extremely dirty. Weekend the toilets hardly get cleaned at all maybe this once a day. Nothing yet on Sunday. The hospital A&E is like being in the dungeon you can’t get phone connection. No food or water. Telling me I should drink lots but there is non to be had. The staff just seem to be walking around from 1 point to another or fixed to a monitor and if you dare to disturb them. Here since 5 am and it’s 11.30. Still waiting for a cup of tea. I was told I could order Just eat which is fine but you can go to the reception and collected. I wouldn’t mind but they have all my ailments and disabilities so you would think they wouldn’t suggest the walk. I asked and begged the ambulance guys to take me somewhere else but “we have tried take you to the nearest one” Jo point putting a review as no one is in charge there!,1
Avoid at all cost! My dad went in with grade 2/3 bed sore he got from Homerton hospital. The doctor told the nurses they need to turn him every few hours… this NEVER happened. We would find him lying in his own urine and also soaked from the drip coming out if his arm and NO ONE checking for hours. He was there for 2 weeks and his bed sore escalated to a life changing STAGE 4. All because of negligence from the staff. We would hear them talking and laughing with each other and when asked if someone was going to change the soaked sheets they would say some will come..  5 hours we were still waiting. They have denied negligence and claimed it was just a complaining customer….. They are an insult to people whom contribute to their wages. What a waste of tax payers money. Hospital night STAFF are the worst….,1
"I was fortunate enough to experience twenty eight days of selfless care and love from multiple heroes within the NHS at The Royal London Hospital.
A massive shout out to Ward 10F who looked after me in this wonderful institute.

Those who complain please seek and pay for private medical care, that way you can complain all you want.
How ungrateful of you, you're a shame to yourselves and should not stretch our NHS system more than it already is.",5
"Partner spent 22hrs on a chair in A&E with perferated bowels. No beds . Nurses are stretch, they helped with pain relief CT scans etc . No beds so had to wait in pain for next bed n a hard chair . I don’t blame the nurses , they do their best, nontrolley bed free either .
Where does the millions of £ to NHS go. Certainly not to A&E and to free up beds.
By the time he go a bed he was severely sick. Hope the rest of treatment improves.
Thanks to nurses … Doctors… well very elusive .. haven’t seen one yet .",1
This hospital is amazing! We had our baby there and from my very first appointments I realised how kind and caring nurses and doctors are in this hospital! I was afraid of pretty much everything related to birth - but thanks to everyone working there my experience was very positive. Highly recommend!,5
"big hospital with almost all facilities, helping and nice staff. expensive parking, better come by train. if you need to go for blood test, book before to avoid waiting time, pharmacy need to be improved, sometimes more than two hours waiting specially in evening time.",4
"My experience at Royal London Hospital:

* Ambulance home attendance paramedics are kind and helpful. Some paramedics get to you quickly, other times there is a bit of waiting time.
* Hospital receptionists show no interest in your situation and couldn’t care less whether you need urgent help or not.
* Some nurses have no clue what departments to send you too.
* The waiting time is ridiculous most of the time between 5-7 hours. They don’t prioritise serious medical conditions over non serious.
* Some new starter nurses have no clue how to perform basic tasks etc putting needles in to draw blood leaving bruises and jabbing the needle multiple times looking for a vein.
* Some staffs at the hospital are kind and helpful others have bad attitudes and make you feel unwelcome.
* Some nurses whom handle babies are gentle others are really rough and aggressive.
* Some staffs talk to each other when you’re close by saying indirect inappropriate comments about you to make you feel uncomfortable.
* The hospital has many facilities etc bathrooms, parking, baby feeding rooms.",3
"We visited A&E with our six week old baby. We were seen quickly and were so impressed and grateful for the nurses and doctors who saw us (especially Andy). Everyone was so professional, kind and helpful.",5
"Staff Nurse was extremely rude from start to finish. She got my name wrong and did not bother to check whether she had the  right patient. She did not explain what she would be doing and did not provide any instructions when carrying out the tests and expected me to know what to do and that was just the tip of the iceberg. She was visibly inconvenienced. My mistake, for turning up at a hospital unwell. Avoid if you can.",1
"My elderly mum was rushed to royal London by ambulance  with severe breathing problems 9 days ago  had to wait 31 hrs in A&E for a bed on a ward. No drinks no food as I left my purse & phone at home.

Finally got a bed on the 13th floor most of the staff were helpful caring my mums blood were mixed up, then kitchen staff went on strike so NO HOT MEALS AT ALL. some staff very rude, laughing loud not responding to patients emergency buzzers. I mean what the hell is going on here !!!!!!",1
"Horrible hospital will score it even lower if possible.
My sister went to the A&E with pins/ needles and numbness on her right arm.
The waiting was very long, and the doctor’s diagnosis was a joke. He said that my sister was just stressed with her GCSE exams.
Months later we found out that actually, she sufferes from Multiple Sclerosis.
The doctors at this hospital are clearly misdiagnosing patients and putting them at great danger.",1
"My disabled mum was in London from Wales and really needed your help in the middle of the night - she was in horrific pain, couldn't stand, walk, use her hands or feet. Not deemed a medical emergency so no ambulance for her, so my brother miraculously carried her to a taxi and brought her to you. She was made to sit in her nighty in pain, cold and shivering (wouldn't give her a blanket) and told a minimum 6hr wait. I drove all the way from Wales and back in that time to get her, and get medical help at home. Shame on you.",1
"My experiences have been very positive here, especially the nurses. The doctors sometimes seem in too much of a hurry to explain things properly but overall the treatment and care is very good. Good facilities in the hospital too.

They are exctional with young children.",5
"I came with my 3 week new born baby girl reason was she vomited and difficult to breathing on that's time I called ambulance they told its will take 1 hour then i didn't wait I called my friend and came with him, they put us reciption after that's 1 of the  nurus checked  her and told us she OK now her breathing  and pallus OK and doctor will see shortly but we are waiting it's been 2.40 minutes still didn't see us with the new born could be happen anything but are not taking care of because of doctor only of them working in the hospital night shift in a baby A&e.
How slow there service.",1
"Talk is cheap....too much gossip, not enough action. You would get fired in a law firm for this. Had to wait 7 hours in my bed for anyone to talk to me. Doctor for endoscopy showed up 1 hour late with no apology. Staff criticising each other as to who was more lazy. No slippers on exit so in my weakened state had to fight through the Whitechapel markets to get them (in my hospital socks and then back via underground on the Elizabeth Line (which, unusually, was working).",1
"I have come to accompany a colleague from work who was not feeling well. We both work in aviation and I came straight from work in my uniform. The lady at the front desk didn’t speak any English (understandable) but was very rude. After my colleague went inside to be consulted she basically kicked me out of the waiting room without any reason and with (again) a rude tone… I was just sitting on a chair and reading news on my phone, didn’t make a sound to disturb anyone… Never felt more humiliated before being kicked out of a public institution without reason…",1
"We’ve been told to wait up to 5 hours in emergency room. Arrived 23:30 and still here now at 7 am with suspicious of concussions!!!
I came here with my husband and I feel like I’m gonna die from cold in the moment, I swear to god, those aren’t conditions for human beings. Bunch of energetic people laughing and going before us all those hours, doesn’t seem like a bigger priority to me than concussions and possibly brain damage!!!! Sickness.",1
I am waiting with my 41 weeks pregnant wife in ward more then 48 hours to take in labour room..  because of there have no midwife… and no clear information about when they will take her.,1
"Diabolical experience here. It took me over 10 hours to be attended to for a simple GP consultation at the urgent treatment center and get results from a CT scan. There is no urgency, and the hospital is poorly staffed.

What the hell are we spending taxes on. Despicable.",1
"On 9th December I took my sister in law to the hospital due to 37 week pregnancy and she have labour pain but the royal London hospital staff are very rude with my wife as well my sister in law who is patient.the midwife also so rude, they Anger on the patient like this is not acceptable 😔, the patient in too much pain on labour so how can she control his body but they didn't try to understand patient situation 😭.
Again I want to say that please prefer NewHam hospital instead of royal London hospital, I have great experience with the newham hospital.
The royal London hospital staff really mad and nonsense.",1
"Spent around 5 days in hospital due to kidney issues. Staff and nurses were amazing, the hospital in general was clean and the food was of good standard.

A&E wait times can be quite long though. I waited around 10 hours to be seen.",4
"Terrible experiences, we had several visit to the children’s A&E during the last year, also I give birth there. in general NHS could have been more efficient, average waiting hour for our A&E was way too long, one time was over 4 hours. The midwives were lack of knowledge the overdosed me with the medication that went with epidural, which caused 2.6L blood loss afterward. and was too busy answering requests after the labour",1
"Today I had an appointment with anesthetic consultant called Tim.

He is marvelous, he is best i ever seen anyone in NHS. He is real professional gentleman.

First of all, he welcomed me and had a short chat about my commute.

Then he explained in detail why i have been called in today. Clearly he had extensive knowledge about my medical history. Clearly he read my medical history notes to understand my position for this coming up operation. He didn't show any urgency just to fill in the blanks, he gave me time to ask any question relating to anesthetic.

I am really very happy satisfied about the procedure coming up soon and a very best human behaviour he showed to me today.

Wish you best of luck in future Tim. Thank you very much for today's brief regarding my operation coming soon.

Bless you.

Regards
S Rashid",5
"My frnd got epilepsy.. we went in , they admitted him day before yesterday. By that time 2-3 times he got seizure and dislocated his shoulder 2 times. They treated him some how. And they discharged him after one day , but they didn't even inform the emergency contact before discharging, they just discharged him normally. They just made him walk away as of nothing happened like kind of normal fever. What a great irresponsible bunch of educated people. Actually no use doesn't have common sense or humanity.",1
"Attended the hospital today with my mother and I must say that Harley (Dental Nurse) and Lisa (Dental Doctor) both had great bedside manners and worked collaboratively firing my mothers assesment. The clinical space is clean and so is the reception area. We were called in on time and allowed me to wait with my Mum because she was nervous. Harley gave me a mask to make me feel more comfortable and reduce the chance of any cross contamination. The care recieved today was second to none and my mother felt very well cared for, both Harley and Lisa are a credit to the NHS. Thank you.",5
"This A&E department is the worst I've ever seen in the world. My partner is a stage four cancer patient and was admitted to the A&E because of severe symptoms, such as terrible pain which meant he needed to be given strong morphine every two hours. The staff at the A&E treated us with contempt. My partner slept on a trolley overnight and was kept waiting for the whole day to be transferred to a ward where he could sleep in a bed. Every time he needed morphine and used the alarm button to get attention from the staff, he was ignored for up to an hour each time. They were looking at their screens, ignoring him. When I finally lost my patience and asked about the bed that we were waiting for the whole day, one of the staff told me to stop talking or she will call security! Within two minutes of my complaint, they gave Dave a bed on the 11th floor. Why couldn't they do it before? Why such lack of respect for a cancer patient who is in terrible pain? Something needs to be done about the conduct of these staff members.",1
Very very bad I lost my husband due to his life saving operation that needed to be done .but kept getting delayed only when he became very Ill they tried to do opp. Way to late he was 56 years old got 3 children all under the age of 16 appsurlutly devastated and heartbroken.,1
"Awful. i was calling the triage regarding a pregnant patient who didn’t speak english.
she went to the hospital with labour pain 2cm dilated, they sent her back saying they won’t keep anyone under 4cm dilated.
so she was in pain throughout, went home & was dilated enough that an ex midwife in that patients house said i think i can see the baby’s head. you should go hospital.

i called the triage to ask what was the safest thing to do at that point. untill the ambulance arrives, incase baby comes out. so i can help her.
the person picked up the phone i explained the situation she said to me “if the baby head is out why are u calling us, call the ambulance in a very rude tone  & she put the phone down on me. 😤😤😤 ridiculous.",1
Absolutely disgusted with the care they have given my dad. My dad was brought in on Wednesday 4th october after having surgery done on his hip at a different hospital he is still in there now 6pm Wednesday night was his last food drink and medication untill Thursday afternoon he had to beg for a cup of coffee cause of how dry his mouth was he's now even been asked to take his own medication cause no one is coming round he is diabetic he was told he needs to go for a scan Thursday so waited and waited to then be told today (Saturday) that he no longer having one once being checked over he can be discharged which again when is that going to happen hasnt even been told what ward he is on my dad has been left clueless and without food and drinks for hours the way he has been treated is disgusting its like he has just been left to defend him self this use to be a really good hospital but now going down hill !!!!!!!,1
I went in on Monday 11th September with light contractions they told me that I’m in slow labour and to go home. On Tuesday 12th September at 1:45am my waters broke so I went back up to the hospital with really bad contractions they then sent me home again and gave me paracetamol and Co-Codamol to help with the pain then 11am in the morning I went back up there with 10/10 pain they finally kept me in. They left me in the triage room for 6hrs without gas &air then finally they gave me gas&air after asking multiple times then they took me down to the delivery suite. I had a really bad labour I would not recommend having a baby in this hospital.,1
Had our 3rd baby here via C-section. We were looked after incredibly well on 8F - thank you!!,5
"The worst hospital in the word, where the time as an emergency is about 4/5hours,unprofessional.
NHS is getting worst and worst in every single day. Old womans and man they are waiting extremly hours.
This hospital is only for quantity not for quality.",1
"I’ve been twice to the A&E’s of this hospital in April, as I had terrible pain in the left of my chest, high fever, struggle to breath…
The first doctor gave me paracetamol, the second doctor gave me paracetamol and vitamin C (he pretended to be a senior doctor though) after I begged him to help me.
He replied « I see 15 people per day, like you, struggling to breath ».
No X-ray, no in-depth examination, …

I flew back to France in a terrible condition, where I’ve immediately been sent to emergency service and had a lung surgery the day after.

I’m a 27yo, non smoker, with a good lifestyle, that was about to die because of the incompetency of their doctors.

A complete shame.",1
"Cancelled an Ultrasound appointment with 4 hours notice. Booked another appointment on a Friday at 6pm, received letter confirming date and time and, when I showed up, it turned out Ultrasound closed at 4pm. Fix your system issues…",1
"I would not even rate the postnatal care with 1 star but I have no choice. Staff would enter my room without permission despite the curtains being drawn. One staff member, her name was Fatima, entered my room whilst I was in the bathroom, my baby was sleeping and I had only just got a chance to use the bathroom. I heard someone enter the room and then my baby started crying. I ran out to see what had happened and Fatima was already walking out. I questioned her later on why she entered. At first she told me she had come to check baby's blood pressure but later she changed her reasoning and told me it was her job at the time to check on all babys to ensure their faces are not being covered from any blankets. Why did she change her statement? I still have doubts on what happened but after that I felt afraid to even go to the bathroom. Another midwife insisted on showing me how to give baby liquid medication. Despite me insisting on doing it myself she wanted to show me. She pressed the syringe and poured a lot of liquid rather than do it slowly, my baby was spluttering, coughing and crying but the midwife carried on despite me telling her to stop. She was telling my baby to hurry up as she didn't have all day. I told her that she is causing my newborn distress and she later got very rude to me. During my time of discharge, that same midwife took a long time with my discharge papers and handing my medication. I had repeatedly gone to the front desk asking her how much longer it would take. She kept telling me she is waiting for the pharmists to prescribe the medication. I waited 5 hours for some saline water I could have made myself. When I went to ask her for the last time, she picked up the medication that was in front of her and rudely said come on then. Now this is what shocked me, the medication and discharge papers were in front of her for a very long time as I had seen it there for a while but was not aware it was for me. She was too busy chatting to her colleagues. I could mention so many other incidences during my postnatal care in ward 8B but I will end up writing a dissertation. Overall, most staff were very rude including receptionists and midwifes. Sonographers and doctors were nice but that's all.",1
"they are incompetent! I spent 4 hours with a fractured hand, so that I could get to the doctor and be sent home to take paracetamol. Of course, 9 months have passed and now my mouth is suffering!",1
"Huge place, been several times as relative in there, lifts took a bit of getting used to but fine with them now, however 'always' see people totally confused by the lifts. Lift system very badly designed.
Always a problem to find parking. Far to few spaces for disabled! Authorities when will you understand people go to hospitals because they have too, not want too, therefore cater for better parking, I mean there's land shuttered off deserted on the grounds why can't this be used as is for people visiting or patients attending as well as disabled.  Get off your high horses and pushing poor people further into the ground!",3
"I want to know why people are coming Emergency! Because we need at Emergency but Hospital teach us non Emergency, I. Coming today with my chaild but they said they don’t have doctors only 2 Nurses ! Waiting time 5/6 Hours! My Question is if anything happened who is Responsible for that!",1
For years of being fobbed off by other health professionals in my local and surrounding areas I was eventually referred to this hospital ENT department which they gave a thorough examination and could do surgery to solve the problem I was given my date which went ahead on that date and received the most professional treatment I could have only imagined the nurses made sure my aftercare was dealt with swiftly and received the very best of care and attention right up until I went home the surgery went well and the surgeon and his team made me feel so much at ease I thoroughly recommend this hospital,5
Avoid if at all possible! I waited almost 5 hours in the urgent treatment centre. I kept being told they'd call me soon. Then once I saw a nurse I had to wait an additional 1.5 hours for them to hear back from the ophthalmologist. The ophthalmologist then diagnosed me with blepharitis without having seen my eye and my symptoms not matching those of blepharitis at all. Not helpful and a complete waste of time.,1
"I was seen by a paramedic who told me that I should go to the hospital so I can get my bloods taken. I was hesitant because I know how long the wait times are there but I went anyway because I was in agony. The second I got to a&e I was greeted with such an unpleasant smell, it was horrible. I can hear patients snoring and screaming. I see a woman in a wheelchair with yellow decaying legs and arms and just left there in the corner? Like what? Anyways after my blood pressure was taken I was sent to the urgent care unit. HORRIBLE. I was made to have my blood pressure taken again by some rude woman who kept aggressively grabbing my arm. I was then met with a nurse after 4 hours!  She took my blood pressure AGAIN and this woman also aggressively touching me too. I was then made to do another ecg scan again. This woman had no clue what she was doing btw either. I went up to the receptionist to tell them I didn’t understand what was going on as I was told I was just getting a blood test then getting to leave. This woman said she would check with the nurse. She was distracted by her co-workers so I went back and asked her again. The nurse woman then rushed out within seconds, even though she told me I have to wait outside until i’m called because “some people wait over 7 hours” she was extremely rude. She told me to come with her. I followed her and she said that I was fine and that I didn’t need a blood test. I don’t really think that was up to her to decide, but alright. She grabbed my face and pulled my eyes down and said my eyes aren’t white so i’m fine. I should go to the gp If I want my bloods taken?!? Tf. These “nurses” (if you can even call them that) were extremely unprofessional. The next day, I was taken to another hospital were they had done the necessary tests and found out I could have a potential infection and was then prescribed tablets. Unless you want to wait 7 hours to be seen by a barley “qualified nurse” and come out worse than when you went in then come to this hospital. Absolute joke.",1
"I recently visited the Royal London Hospital Urgent Care center for testing for a heart rate variation, and unfortunately, my experience with the staff at reception was extremely disappointing. The boy at the reception seemed to have a lack of professionalism and respect for the patients.

Whenever I went to ask for the wait time, he would make inappropriate jokes about my condition and seemed to find it amusing that I was worried about my health. His flippant attitude was not only unprofessional, but it was also extremely insensitive and hurtful.

I was shocked to find that the urgent care center did not see patients urgently and the wait times were excruciatingly long. When I finally made it staff member who was completely uninterested in my health concerns. They asked me silly questions about why I was there, even though I had already explained my situation.

It was clear that the staff did not have a basic understanding of their job responsibilities and could not even comprehend the importance of treating patients with urgency, especially when it comes to matters of the heart. Their lack of knowledge and understanding was extremely frustrating, and it made me question why they were even working in an urgent care center.

Overall, my experience with the staff at the Royal London Hospital Urgent Care center was extremely disappointing, and I would not recommend this facility to anyone seeking urgent medical care. The staff is incompetent, unprofessional, and completely lacks a sense of urgency when it comes to treating patients. It is a complete waste of time.",1
"Hospital needs to get a grip I don’t know how the place hasn’t been shut down yet the head of the hospital clearly don’t do back ground checks on staff
Mostly why people who don’t even speak English are allowed to work there.extremely rude and just not motivated to work and seem like they don’t give a toss and just want to get home and get paid at the end of the day the government really need to look into how the nhs are running there hospitals as if it isn’t sorted soon it’ll go down hill just like the rest of the country has there’s no coming back from this the hole we have all dug for ourselves has got to big it’s to late…..",1
"Incompetent staff, when I was referred here from the gp to seek medication at A&E it took 12 hours to be seen. Receptionist put me through the wrong name and I was made to rejoin the queue. When it was time to see the hospital gp they refused to prescribe the hospital only medication.",1
"If I could highlight zero stars I would. The reception team who work here obviously are just doing this to pay the bills - some of them don't even care about the patients, don't answer the phones and do not provide service with a smile. I have been under care here my entire life (25 years) and it's like people have just lost their humanity and don't care about sick people... it's just a job to them. Literally trying to get a hold of my records as I am not part of the hospital anymore and they literally pick up the phone then put it down. Useless people. As for the consultants, had a few including Dr y congenital condition can't be helped and I just have to ""live with it"" even though I went for 2 other opinions who said the complete opposite. One person tried to do inappropriate invasive investigations on me.",1
"Staff at Royal London hospital are very caring and kind , we are really grateful and appreciated, for your support and care during my husband
treatment, wishing you all the best.
Kindly regards,
Gh, A.",5
"6 years ago, my son was born in this hospital, and it was the worst experience I've ever had. My husband was running and looking for a doctor while I was giving birth alone, only when I started to lose consciousness, a doctor appeared. My son was crying nonstop six months after his birth and had a strabismus. A wild shortage of medical staff in London. I gave birth in Lonlon, as if in a field. Awful. I still remember it with great pain.",1
"If you come for Antenatal scans etc be prepared for a loooooong wait. Appointment was at 1500 and now its 1600. Dozens of Male and female partners of expectant mothers waiting outside. No direction whatsoever but RLH is doing it's best I guess. Well the front line staff are. I bet the higher echelons haven't got a clue.

Keep it up RLH staff. And thank you.",3
"My brother recently traveled to the UK for a holiday, and unfortunately, on the last day of his trip, he suffered from severe stomach pain and vomiting. Seeking medical attention, he went to The Royal London Hospital, Whitechapel, for urgent care. However, he had to wait for more than 3 hours before seeing a doctor, which was quite frustrating.

After the assessment, the doctor diagnosed him with gastritis, but my brother's family doctor back home suspected appendicitis based on his symptoms. Despite sharing this information, the NHS doctor dismissed the possibility of appendicitis and declined to perform a scan, stating, 'You can't get scans done in the UK like this.' Additionally, the doctor gave him a mild stomach ache medicine despite his severe pain and assured him that he was fit to travel the next day.

Tragically, my brother managed to reach India only to discover that his appendix had ruptured, leading to severe infection in his body. He had to undergo a highly risky and complicated surgery right away to save his life.

I believe the doctor who treated my brother in London was inefficient, and this experience has left me concerned about the healthcare system in England. We are grateful that my brother's life was ultimately saved in his home country, where he could receive the necessary medical care in time.",1
"sometimes i wonder, you pay taxes, you work non stop, you never ever use doctors. Surely if you have urgent appendix, you shoudnt be waiting 5 hours. Everyone is sent to emergency, yet you walk in and by the look of it, noone has any emergency, yet, they tell you 5 hours wait, although GP said urgent appendix care. Of course a person with appendix didnt wait and went to another place instead.. Also noone even phoned or checked what happened to the person with urgent appendix treatment. Maybe they collapsed somewhere. Trash system. Taxpayers should be supported, without taxpayers.. no free treatments to anyone. we are the only one working here..",1
Terrible waiting times even with a 0920 appointment. +3hours and still waiting. Staff don't know what's going on so you have to feel for them. Welcome to the NHS in 2023.,1
"I am a former patient at this hospital and have been here for 2 weeks. Since I’ve been here over time the health care has fallen drastically. I have been ignored multiple times over and over again down to simple thing like asking for pain killers, forgotten meals, put in wards with unsanitary conditions and not following basic health procedures. Since I have been here my mental health has not been put into consideration and have been telling the nurses and doctors and get a reply with” that’s not my problem” or if I need to move something being told to “do it your self”. Terrible health care and attitude. Half of the staff should not be working here if that is the attitude they bring for unwell patients.
I am going to write a formal complaint on the hm gov website and patient claim line and taking further action as this behaviour is appalling…",1
"I was there in urgent care unit for my wife
The doctor suggested to go to the GP care for her bleeding from uterus
As to scan the details.
Doctor said she will inform the GP and will note her suggestion in the medical record of my wife
But she didn't
As my wife went to gp ,they said,there is no record of doctors suggesion as we said",2
"My wife spent 2 weeks in intensive care here battling severe sepsis, necrotising fasciitis right after an emergency C-section. The nurses who gave my wife care around the clock here were incredible, absolutely incredible and their manners, behaviour and positive attitudes had a huge impact on my wife's mental state whilst being away from family and especially her newborn. The ward made every effort to accommodate my newborn and other children to visit at times which suited our family despite this being intensive care and no place for young children.

I want to say a special thanks to the surgeon who within less than 2 minutes of conversation reassured me that the surgery to cut out all infected skin on my wife's thigh would go well even though necrotising fasciitis is very rare and has a low survival rate.

Thank you for saving my wife's life.",5
"I've been in the A&E, and CDU days 22, 23, and 26 May 2023, and I had a great experience. Having spent a lot of time there I had the opportunity to observe what was going on.

The triage team is polite, friendly, and warm. The nurses always on top of every situation totally maxed out but always with a good mood, and occasionally have to handle unreasonable unsatisfied people that let emotions cloud their judgement. The doctors are friendly, professional and careful.

I had an issue in my throat and the team responsible to take care of me was awesome. The first time the issue was not solved, the second time it was.

A big thanks to all this professionals that everyday save patients from their physical pain misery. That every day expand the life span of all its patients. And they do it with a good mood and a smile in their face. These are the true terrestrial angels.

Obviously I waited. On public hospitals emergency departments it is a given that there will be waiting, I don't even understand why so many grown ups get shocked with it.",5
"I have been here multiple times and always have been impressed with the great treatment of all nurses, midwives, and doctors",5
"My mom is in coma because of these stupid doctors and nurses by giving her wrong medication, none of these stupid nurses got any experience DO NOT GO TO THIS HOSPITAL THEY WILL KILL YOUR LOVED ONE",1
I have been  trying since this morning to get through to dermatology regarding a referral and appointment. Spoke to one person around 10:30am who gave me another number to call.  I call and I wait in a queue then it switches to 'there's no-one available to answer your call'.   I am still waiting for my calls to be answered.  Its quite inconceivable that no-one actually answers the phones!,1
"Having visited the Royal London hospital multiple times with my partner during emergencies, I can confidently say that it was a complete disappointment each and every time. The waiting times were absolutely outrageous, surpassing a staggering seven hours on every occasion. It is utterly unacceptable to make patients wait for such an exorbitant amount of time, especially in emergency situations where every minute counts.
Furthermore, the overall cleanliness of the place left much to be desired. Filth and unhygienic conditions were apparent, raising concerns about the spread of infections and diseases within the hospital. It is deeply disheartening that a healthcare institution, which should prioritize cleanliness and hygiene, fails so miserably in this regard.
To make matters worse, the triage nurse Hannah displayed a dismissive attitude towards the opinions and concerns voiced by general practitioners. Instead of considering the insights and knowledge of these professional, the nurse seemed to undermine their expertise and brush off their
recommendations. In spite of the GP calling A&E in advance and providing a letter giving explicit instructions that my partner needed to be seen by a senior clinician.

This lack of collaboration and communication within the hospital's staff is highly concerning and detrimental to the quality of care provided.
Considering the consistently poor experiences I've had at the Royal London hospital, it comes as no surprise that this facility is in dire need of improvement according to CQC. It is truly disheartening that as tax-paying citizens, my partner and I were compelled to seek private medical care at our own expense after enduring such disgraceful treatment at a public institution.
In light of my experiences, I strongly advise anyone in need of emergency medical attention to stay well clear of the Royal London hospital. The extensive waiting times, unsanitary conditions, and dismissive approach of the triage nurses make it an unsuitable choice for receiving efficient and quality healthcare. It is my sincere hope that the management and staff of the hospital take immediate action to rectify these issues and prioritize the well-being of their patients.""",1
