new_review_text,new_review_rating
Get fast track passport passes! £5 and you are through. Very fast service for luggage of tonight’s EasyJet Munich flight.,5
This place gets worse every time I pass through. T2 check in OK - Qatar. Eateries OK. Just a very long walk to the gate and no travellaters. Still a lot of building work to do. Don't think its going to be a pleasant experience when its finished. Dubai/ Abu Dhabi/ Doha its never going to be,3
"One of the worst airports I have ever been to.
1. The security check is pure stress. It loud, overcrowded and appears to be super unorganized. You have to take every everything out of your bags, take of any jackets, belts etc. and put it in a separate tray, I ended up with 5 trays. Apparently they use an automatic scanning system, that's super sensitive and this is when the fun starts. Should you have forgotten the tiniest liquid, electronics device or other ""dangerous"" item, the system singles that tray and it has then to be manually checked by a member of staff. There is nearly not enough staff nor space to do this efficiently as the machine seems to single out every other tray. This led to a lot of people waiting to get processed. And this can take time, a lady next to me was waiting for 45 minutes to get her belongings processed. I was lucky and waited only 15 minutes. In my case the x-ray image was missing and in a second go my belongings were cleared and i did not need a manual processing.
2. The distance between the Terminals is super long and all the electric walk ways were switched off.
3. No easily power sockets. As flying is mostly waiting, it would be really great to get some work done but if you don't come with a fully charged Laptop / phone you are probably out of luck. The only available sockets were in the hallways with lots of digital nomads sitting on the floor next to a socket  to satisfy their devices.",1
Clear signs to follow. Friendly and helpful airport staff. Clean rest rooms. Wide variety of shops on all the floors.,5
Got me to where I wanted to go..... just! Have been through this airport several times and seems to be slowly getting worse last time I barely got through security in time for a domestic flight that I had arrived two hours early for and only because I told three members of staff and the last one ended up fast tracking me so that I didn't miss my flight. The rediculous charges for drop off and pick up are also questionable at best there were no signs indicating that there was a charge for the drop off until after I was in the one way system and couldn't go back again.,2
One of the worst airport i habe ever been. The T3 was dirty and caotic. No place to seat and 3 coffee place full with dirty tables. toilets are smells. queues are forever and everything is a caos. i dont know the rest of the terminals but the T3 is one of the worst in europe.,1
"This airport sucks. Looks depressing and super inefficient.

Crowd control/foot traffic is terrible everytime, baggage takes forever and is crowded... There are multiple free belts but then there's so many people waiting at one belt for their bags 🤦‍♂️

They charge £1 to use a trolley which is embarrassing, don't see that at other airports... And on top of that none of the machines even work.

Staff are lazy, just stand about and do nothing.",1
"I often fly into Manchester airport when I visit England for work or visiting family. The location of the airport is very convenient and the public transportation is good with a train station at the airport. The staff are very helpful and friendly, but security screening can be problematic at times. However, overall one of the better large UK airports.",4
"A major disappointment for an international airport. Not enough chairs and bins. No where to sit down especially elderly people and disabled.
There’s no staff for security and nobody knows where different parking space or washroom are.
Toilets are extremely small and how can you bring in your luggage or watch it .
Your not supposed to leave luggage unattended if you’re a single person traveling.
The problem is that it’s not up to international standards.
Trolly are £1 or €2 when all different airport are free.
It’s so dirty inside the toilets and floor.",1
"Arrived back from hot holidays to a cold (outside) Manchester Airport.
There were queues for the e-passport gates, but they moved along quickly.
Baggage took a while to come through, but terminal  1 seemed much busier than usual, even though it was about 11pm.",4
"Beautiful airport.
Don't ever think of exchange foreign currency Into pound in airport money exchange center, they charge alot.
There is no free WiFi so, if you don't have UK simcard, then you may face problem..
You can get train directly from outside the airport but unfortunately Uber car doesn't come at the gate of airport..",4
"Such a chaotic airport and on purpose if you ask me. Very short staffed at the security gates, very few shops open early morning, long queues again at the only opened coffee shop. Highly discourage travelers to use this airport for a very early flights.",3
"Very slow security on departure with an admin error sending us back to check in desk. Extremely poor and slow baggage service. Airport is under funded, no staff and needs major investment in technology and resources.",1
"Terrible as usual. On arrival, rude staff (not to me but to others this time) at passport control.  Waited a totally unnecessary amount of time for luggage. People had to queue to leave for no reason what-so-ever. Pathetic. Avoid if possible. So much faster at Liverpool Airport.",1
Secure parking was a bit confusing at first but got there in the end. Went straight through to security checking. Very thorough checks made. (Thanks ISIS) waiting by the gates to board. No issues at all.,5
The management must be changed. There are no staffs to attend for wheelchair and sometimes three wheelchairs are pushed by one person. All the third world countries are better than Manchester Airport. The trollies they are worse we have to put a pound for a trolley but we can’t get the money back! Manchester Airport is worse than any country I have traveled! I chose to drive to Heathrow because they are better than Manchester so when are they going to change? Never I suppose. They cannot run an international airport for the people and the fares for a flight is too expensive than a flight from elsewhere Disgustedly disappointed,1
"Just dropped my daughter off at Manchester airport - What an ABSOLUTE diabolical experience .

Confusing car park directions in and out  - the multi-storey prices costing far too much (we paid £20 by the time my daughter got through check in)

BA check in staff and area - you should be ashamed. One particular member of staff (lady) was very vocal and slightly abrupt at those that were in the wrong line - even though it wasn’t made very clear which line those who had  checked  in online should be in.  As all the desk under the bag drop sign were not manned.  We queued for over 45 mins, to all be shouted at from a member of staff for all those that had checked in online to go to the Club world line. Then to follow we further  queued for a further 30 mins.  Whilst the original queue were checking in and those who arrived after us all checked in before us.

What a messy, unprofessional  process - quite a few in the line were starting to panic - so I shouted over to a member of staff that our queue just wasn’t moving (due to only having 1 staff member on the desk)

Eventually, my daughter and others had to be fastracked through security and just made it to the gate.

I can now see why people complain so much about Manchester - sort your/our local airport out …. It’s embarrassing.",1
"A very genuinely, super fast service is provided at Manchester Airport. Plenty of parking spaces at reasonable prices, quick and easy check in procedures if you don’t get held up and lots of shops and restaurants for when you’re waiting to board your plane. One thing I found was that there tends to be a lack of staff to ask question so coming prepared with as much information is essential before you arrive.",4
Went to Manchester airport looking for some chippy and all we could find was dead fish tasted lovely though anyways we got on a flight to go to Canada and Susan broke the window with George's head to let some air in the George fell out the window cuz he thought he saw a chippy and a bird hit him in the head and he had a hole in his head then we found him in he middle of the Atlantic Ocean so yeah it was a nice flight,1
"Organised chaos compared  to smooth running  Liverpool  Airport  and the Aspire  lounge had a measly  selection of items ,,tables unclean,,no forks.
Poor experience  all round.
Also sat on runway  for an extra  1.5 hours before  take off.
Awful place",1
"Needed wheelchair assistance as Manchester has some distances to walk from entrance to plane  . The service was great, they could not do enough to help and stayed with me till my taxi arrived. The plane services was as usual and straightforward.",5
"We flew from terminal 3. Was told to be there 3 hrs before flight, but wasnt told that once you've entered the terminal, you wasn't allowed outside anywhere.
As a smoker, this was extremely frustrating",3
"Arrived here at the airport and noticed that the overall state of it was slightly more acceptable than that of Heathrow's airport. Emirates staff were friendly, so I have no issues with the airline and checking in. The problem came when it was time for the security check and they kept me there from more than half an hour and the security lady personnel kept questioning on why I'm bringing about a handbag. Can't a man buy his girlfriend a gift sometimes? She was very unhelpful and made me feel as if I was a lesser sub class. And after the security checks were done, my once carefully package items were now all strewn  across the trays. That took a while to fix and I was glad to have that ordeal over. The interior of the airport was passable at best. Should take a lesson from Tokyo or Singapore airports",2
"Absolute shambles from start to finish, security and all ground staff should be ashamed of themselves. An embarrassment to the city of Manchester
The most incompetent security. My bag was rejected by security and put on a trolley behind the screen for 30 minutes, I was certain there was nothing that was not allowed, without a word, the bag was put back on the belt and was now ok. 30 minutes wasted with no expectations.
Update. January 2024. Security is still the worst I've ever experienced.",1
Worst airport experience ever! The security is extremely picky with the liquids!! I’ve never seen anything like that before.. I’ve been travelling with the same liquid bag all over and never had issues. Here I needed to dispose half of my liquids!! Unbelievable 🤯 girls be careful while travelling with expensive cosmetics because you might lose them. 🤬,1
I loved it. T2 Had LED light and nice lounge. T1  Very good and a very good Airport 5  Stars.,5
The only airport that creates delays by opening almost all carry on bags for no reason.,1
"Manchester airport-hang your heads in shame! I have watched the utter decline of this place over  the last 30-40 years, from one of the world’s favourite airports in the 90’s to a profit driven/terrible service/quality place that it is today. When I say profit driven, the place is so badly run that they can’t even  maximise profits with a total monopoly! Customers desperate to spend their cash, instead wait in endless lines, queuing up for very poor quality. Not surprised to see how Manchester Airport now performs in the ‘league tables’!",1
"Airport great, some staff may need a reminder on why customer service is important! Jo Malone staff in T2 were amazing, perhaps they could train others?",3
"Flew from terminal 3 much better setup, terminal 1 and 2 are an embrassment for Manchester. Why is customs security so slow compared with other countries",3
"Went to information at Terminal 1 today 13/1/2024, @1,45pm to inquire about my parking, The lady on Duty were very pleasant and helpful, she sorted out my query, I would like thank that lady personally as she were absolutely wonderful,",5
Phone reception suddenly vanished inside T2 arrivals which made it difficult to communicate with the person I was collecting (reception fine immediately outside the building a few metres away). There was a long wait for wheelchair assistance for my family member which made her feel very stressed. Parking is punitively expensive. Some areas are modern and pleasant but some areas could definitely do with some investment.,3
"10.40 Flight, few crowds in airport, managed to do some shopping. All stress free today",5
Very busy lotsa walking standing in queues doing your own bags and labels if I wanted a job in a airport  would of got one,3
"Absolutely appalling, had queue for 90 mins to check in with TUI, only half the check-in desks manned when 250 people trying to check-in. Then having to queue for 40 mins to get into places that serve breakfast once through security. It’s like a third world country airport.",1
"The Airport is too small for the hight passenger numbers. The Buildings are very old and not up to date. Everything is very narrow and cramped.
Security checks are inefficient and chaotic. Plan at least 30-45min for check only. If your luggage has to be double checked plan an extra of 15min.",1
"Manchester airport is supposed to be a world class airport but frankly it is the worst airport I have ever been to in my life - and I’ve traveled across every continent! The airport security is particularly shocking using outdated scanning and slow staff service, people missing flights left right and center. Come on Manchester get it together! For travellers - until Manchester airport finally updates their entire airport (which would require a complete tear down and starting afresh like it’s the 21st century) - travel from Liverpool, much better!",1
"Overall very good
Long walk to gates not a problem
But what is happening in T2 pick up car park a nightmare
Something needs looking into there
Would not give the carpark 1 star",4
Was ok an hours delay  due to technical problems plane change very little information but reached my destination in the end.,4
My jacket was literally robbed in Terminal 3 as I was waiting for the gate to appear on the monitors. Went to security to review CCTV to hopefully catch who took it before my flight (it was last flight of the day and no flights since the jacket was taken so whoever took it was still there until the next flight which was at half 11). They just looked at me and told me the team that checks CCTV is off since 18:00 and they’ll check tommorow morning like what? This happened at 21:00 my flight was at half 23 so the person who robbed my jacket is happily free because an airport of this size cannot employ 1 person to take care of CCTV after 6pm. It’s seriously worrying how if anything happens in the terminal after 18:00 nobody is there to have a look at the cameras. We had over 2 hrs to find out who the thief was and take the jacket back off him if there was anybody to inspect the CCTV and who knows what else he took from other passengers. In the meantime I submitted a form to review the CCTV and hopefully find a solution but seriously dissapointed. If I manage to get my jacket back or a refund I will edit this 1 star to a 5 but security should be a priority in airport. You can’t have no access to CCTV after 6pm it’s dissapointing and a safety risk.,1
Easy transit through check in and passport control. Lots if choice for shopping and food. Clean and warm. A pleasant way to start the holiday.,4
"Fantastic air port, put people's safety before few wingey impatient people.
MAG staff were friendly and helpful even with the muppets that can't put liquids in clear bags.
Sounds like I work there! I can assure you I don't, they are organised and they were great with me. I flew jet 2, again, organised and helpfull.
Best experience I have had out of the 10 times I have used MAG in the last few years.",5
Our whole flight Waited 2 hours  before luggage arrived on the belt😡  & the vehicle pick up point was like the wild west. Manchester Airport was fabulous once upon a time....I will be heading else where to catch any future flights.,1
Danielle hughe that works for ryanair is the worst employer. So rude and she doesn’t even do her job properly!,1
"Always neat but busy especially the searches team ,the buzz and feelings of going away starts here for me .
Loved it and hopefully will be passing the airport again for many more trips .

Update:
Took the airport during the pandemic period again,the security is higher and covid measures concerning  getting the fit to fly PCR certificate as a requirement is essential.
Face mask is highly mandatory within the airport.
Lovely staffs I must say .",4
"Travelled via this airport hassle free,just a little delay on the path of the airlines. But the toilet in this airport was not clean 🧼",4
"Strangest airport terminal I have visited so far. Quite a maze to figure out. The lady at the information desk on 11 November 2023 at about 10:30 am was quite rude and inconsiderate. She is either an anti social element or is herself dealing with some trauma because her wild gesturing and manners were definitely not normal.
She also assumes everyone has 6/6 vision and a blueprint of the airport and she can’t be bothered by any questions.
She works at a help desk for god’s sake! Somebody did not tell her the job description.
Manchester T3 authorities, I urge you to take action against staff that harass vulnerable people and inflict mental trauma. Worst experience. Basic respect is a human right. Please hire the right staff.",1
"By a good margin, this is the worst airport we have ever flown in and out of.

T3 is an absolute joke, rude and unhelpful staff, terminal is filthy with mice running through the coffee shops and lounge areas.

Would give this a lower score if possible.

Avoid if possible!",1
"Nice airpotr, plenty of restaurants and shops",5
"Arrived at T3 this afternoon leaving a clean, efficient airport in Barcelona to the shambles at Manchester Airport. After landing we waited 30 minutes to disembark because the air bridge was broken, some old fashioned steps arrived and after 20 people got off they shut the door because those steps were also bust!
Our luggage had jammed the conveyor because we couldn’t get off the plane and was chucked in a pile with no staff in sight.",1
"Staff are great but there aren't enough of them. Particularly wheelchair wranglers. Three people on our flight needing assistance and and only one person available to provide it. This is NOT an isolated incident. Manchester airport DO YOUR LEGAL DUTY and if that means paying people to sit around occasionally on the offchance that they'll be needed, then so be it. Disabled people are people, not a burden for you to ignore.",2
"£12 to Park for 35 minutes. This Airport knows how to rip people off. My Son's flight arrived later than the scheduled  flight tracker said so ended up going over the 30 minutes which you already pay £6 for, absolute rip off.",1
"Sorry to say this but What shambles Manchester airport is... Going through security was a night mare, total confusion and the layout is abismal, whoever designed it needs sacking and it needs a total revamp. Also went to get food but wished we hadn't bothered, grey fishfinger sandwiches",2
"The airport is fine. The car park and getting out is a joke. It took my taxi half an hour to get out.. someone must have known, since they had kept the barriers up, no change!!!",3
"Clean and fairly modern with reasonably priced shops.
Beware though that due to staff shortages, there can be delays in checking in and boarding the flights. Security was pretty quick though.",3
Flew out of Manchester on Saturday 25th June at 10.00am heading for Jamaica arrived 4 hours before as we were expecting a nightmare after all the things on social media/news we were amazed no queues at the check in desk and sailed through passport control. I am only commenting as people are quick to complain but not say when things go smoothly.,5
"Ah, Manchester Airport, where the only thing taking off faster than planes is your hard-earned cash! Forget boarding passes, the real ticket to this amusement park is the fee for merely glancing at your loved ones. Dropping off or picking up someone is like entering a financial funhouse.

The ticket to the Drop-off Zone is practically a golden visa to a wallet-draining wonderland. You pay for the privilege of a fleeting embrace, and if you dare extend it, prepare for your bank account to nosedive faster than a budget airline in a thunderstorm. It's the kind of place where even the pigeons look at you judgmentally, thinking, ""You paid HOW much for a quick hug?""

And let's not forget the Pick-up Perils! Want to greet your weary traveler at the arrivals gate? Well, that'll cost you your firstborn and possibly a kidney. Manchester Airport has turned the simple act of reuniting with loved ones into a high-stakes financial transaction. It's like they have a sign that says, ""Happiness Tax: Pay here.""

But fear not, they've got a solution for every problem – for a fee, of course. If you want to avoid the charges, perhaps they'll introduce a subscription service: ""Manchester Airport Platinum Hug Pass – Unlimited embraces for the low price of your life savings!""

In summary, Manchester Airport is not just a transportation hub; it's a masterclass in turning love and joy into a profit margin. Consider it a theme park where the rollercoaster of emotion is rivaled only by the loop-de-loops of fees. Buckle up, both emotionally and financially, for the ride of your life!",1
Utter shambles of an airport.  Waited in Terminal 3 luggage carousel for over 2 hours for luggage without any updates from any staff.  Late in the evening so no staff to be seen anywhere other than one person who said they were going to get an update and come back in 10 mins and then never came back at all.  Seen animals in a zoo treated better than how we were treated.  Disgrace of an airport.,1
"Officially opened on 25 June 1938,[6] it was initially known as Ringway Airport, a name still in local use. In World War II, as RAF Ringway, it was a base for the Royal Air Force. The airport is owned and managed by the Manchester Airport Holdings (trading as MAG), a holding company owned by the Australian finance house IFM Investors and the ten metropolitan borough councils of Greater Manchester, with Manchester City Council owning the largest stake. Ringway, after which the airport was named, is a village with a few buildings and a church at the western edge of the airport.",5
"Avoid using this airport if possible. The lounge is not clean, we have to wait long long time at the security check as they put our luggages into the machine over and over again, and there are several gates which are not easily accessible.",2
"AVOID this place if you can . Why you ask? Well it's like a maze to find the required collection point then £6 for 30 minutes  and rises sharply thereafter.  Yet used to be a nice easy airport to navigate round .

Nothing changes still a shambles to drive round and still steal £6 up to 30 minutes to collect loved ones what a joke",1
"The worst airport I have ever travelled through. We arrived three hours before our flight in Terminal 1 and had it not been delayed we would have missed it due to ridiculous rules, wait times and staff with no sense of urgency at all",1
"Another airport that punishes you for using a ride app and not taking the local cabs, sending you to a dirty old parking ground ten minutes by foot from the terminal. Shame on you Manchester Airport.",2
"Manchester Airport terminal 1 is amazing the staff are stunning so helpful adam in assistance area by the check in is so so helpful,  first time flyers my wife suffers from M.E he was amazing thank you all ,",5
"Completely disorganised in relation to soft bag check in,queuing system was changed twice and the waiting time was 40 minutes.This is after queuing at checked in on line where there was a queuing time of 35 minutes.Fast track security was totally unacceptable,again the queuing system was not controlled from point of entry.the member of staff was extremely rude,offensive and unhelpful.many people were complaining.fast track lasted 45 minutes,very poor management.
As a result I just made it to the gate on the final call.
Operations manager should be ashamed,absolute shambles.
Sunday,10.12.23.EK22",1
"Airport works well. Lounges good, and the staff at the airport are friendly. Baggage inspection is the only downside of using MAN, but other than that it is 1st class",5
"After departing from T1 with easyJet, I never wanted to come back! I recently departed from T2 with Air France and had a great travelling experience.

⭐️ Modern Check-in and Security!
⭐️ Friendly Staff helping and assisting people.
⭐️ Amazing departures lounge with good selection of shops.
⭐️ Clean toilet facilities
⭐️ Modern Gate Areas (Gate A1 used)
⭐️ Fast immigration and baggage reclaim.

🤣 Terminal One should meet the standard of Terminal Two!",5
"Horrendous experience!

We arrived at T1 2 hours 15 minutes before our 8:25 flight to Belfast this morning.
The single queue for the check in desks was for all Aer Lingus flights, which was an hour wait to just check luggage in. There were only 2 members of staff, which caused severe delays in checking people in.
We went through to security and it was another 45 minutes of waiting. So many bags were searched and the staff were so unhelpful about the delays, stating “everyone has a flight to catch, you have time” to anyone who was expressing their concerns.

Eventually got through to the departure lounge and our flight status showed as “Go to gate - 5”, then 10 minutes later it changed to “relax”, there was no tannoy announcement about why this was so we made our way to gate 5.

The staff member at the gate told us that due to adverse weather conditions our aircraft was circling overhead and then had to be diverted to Leeds Bradford as it could not land in Manchester. He also happened to mention that there was a lack of staff on hand to assist with plowing and de-icing the runways.

At 8:15 our flight showed on the board as cancelled. Again, no tannoy announcement, no communication from staff - nothing! The flight was then completely removed from the board with no notice to passengers! Other flights were boarded and had been sitting on the runway for hours at this point, with none of them able to take off.

The only staff member at our gate was a member of the Menzies team who later told us that they don’t have any facilities to inform people over tannoy like other airports.

The runways have since been closed and a lot of flights have been cancelled. All because of the lack of initiative at the airport.

Manchester Airport seriously needs to sort itself out, there have been weather forecasts for a couple of weeks preparing us for snow (not that there was very much at all?!) and sub temperatures, so why they acted like they only just found out was ridiculous. Their lack of preparation has disappointed many passengers who have tried to board several flights over the last few days and are yet to get to their final destination to see loved ones and start their festive celebrations.

Extremely disappointing service!",1
Terminal is clean. My criticism would be that the food outlets aren’t table service so If you are by yourself you have to take everything up to the bar loosing your table.,3
Terminal 2 is the best couldn’t be any better I love Manchester airport the food is the best but check in and security are really annoying it tacks so long but overall Manchester airport is the best airport I’ve ever been to,5
"Picked up my daughter from the airport..... Cost me £12 absolute rip off. T2 pick up parking not convenient for drivers or arriving passengers
How can they justify £12 for a 35 minute stay.",1
"Well connected airport, easy to catch a bus from the parking lot to the main building. Many different and interesting shops. Only let down is there's a £5 charge on every currency exchange.",4
The worst airport I’ve ever been to. All restaurants were closed on Sunday at 4.30pm which is ridiculous. Car parking/drop off/pick up situation is a mess and impossible to navigate including the newly built terminal. No signal in the airport and wifi is terrible. Just badly organised and managed place.,1
"Super efficient through passport and security, from alighting the bus at the station it took 25 minutes to do the long terminal 2 walk until I was cleared through said security! Fantastic Manchester.",5
"UPDATE 23/8/22 The airport itself has very much redeemed itself. Still issues with baggage handler delays (not the airports fault this time) flew through terminal 2 check in and security in less than 30 minutes. Much happier experience.

Below review is original review for 5/4/22 only!

Just an awful experience prior to our outbound flight. 80 minutes just to check in our bags and over 2 additional hours to pass through security. We would have missed our flight but for a knock on effect from previous flights meaning the baggage handlers didn't load the bags onto our plane until 20 minutes after the original scheduled take off time. It is far from the worst thing in the world to be delayed at an airport but the MAG management team have got their setup badly wrong. However, the airport staff we encountered were both friendly and professional and worked extremely hard to make the very best of a bad situation. I have lots of sympathy for the airport staff as they are being let down by bad decisions from their employer. Kudos to the staff for remaining so positive in such stressful situations.",4
Very confusing new layout. Being a new user to the revamped terminal 2 I asked where I should go. I was told to join a very large queue. After around 30 mins I found out that I was in the wrong one. Luckily another member of staff got me in the right one and then put me thru express. Need to get the kiosks up and running.,2
"Fly on a regular basis, and generally pretty good, however I don't understand why certain security staff have to be so rude. I understand they need to give clear instructions and be firm, but you don't need to be abrupt and rude, manners cost nothing.",2
Loads of parking spaces can pay both cash and card to the exit the parking is ticketless. Terminal 2 was really amazing and spacious. Hopefully they can put more shops to eat specially for those who was there earlier and travelled from afar. Soothing music must be nice and relaxing,4
"Must be the worst airport in the country. Usually a stressful, expensive and grubby experience. And who expects foreign nationals arriving in this country to have a pound coin handy for a luggage trolley.",1
"Just OK. It is very obvious, that this Airport is aged and a lot of refurb is needed. It is far away from being runned down, but the Authorities needs to take some action. Yes, there are constructions ongoing on and at the Manchester Airport, but it is ongoing since few years. Staff is overall friendly and helpful.",3
"Check in and security were surprisingly fast for once but considering how hot the weather currently is, there was no air-conditioning in T2 which meant it was unbearably hot and uncomfortable. Thankfully I'd booked the escape lounge which took us away from the crowds and they had air-conditioning which meant that the extra hour and half we were delayed was comfortable. We went from gate B3 which was horribly crowded down in the bowels of the airport and from there we transferred by a stiflingly hot bus to the plane in the middle of the tarmac. It's no wonder Manchester airport has been voted the worst airport. If it wasn't for my experience in the lounge my rating would be much lower.",3
"Absolutely disgusting behaviour and service by security point, no common sense regarding baby food and milk. When escalated they won't give me supervisors name to complain. Piss poor all round, keep your expectations below minimum is all ill say.",1
"Another airport that has a fetish for incredibly long corridors and travelators that are never switched on. It’s congested so planes are often waiting to land and depart. Those factors combined you will miss your connecting train and the next one into Manchester will be inexplicably 30 minutes away. They complain about cancelling HS2, get your own house in order first.",1
"The terminals are spread out with gates on multi levels which is ok. However this leads to a lot of walking between terminals if you have transfers. The lack of lift, escalators and mechanical walkways could be a hindrance to those passengers with knee or hip issues.",3
"Delay in getting off plane due to shuttle service delays and then dropped at the wrong terminal. Really hard to find safe pedestrian route to pick up point and very expensive parking for pick up parking.
Automated passport ID never works!",1
"Great place to watch the planes land and take off from Manchester, this was on the other side of the runway across from the public house. Access from near the tunnels just off the slip road.

great to relax and have a good day especially when the weather is good.",5
"Entrance via train station is dirty but airport itself is comfortable and beautifully renovated recently. After spending > 1 Billion pounds, they still can't arrange flight Gates in time. You have to wait for a long time before the gate is known, and then you are supposed to run as 'Final Call' is already announced immediately after displaying the departure gate! Luckily the new software at the security has helped to reduce unnecessary checks. It used to take forever in the past, at the cost of missing ones flight!",2
Clean and spacious. Helpful staff and plenty of stores and shops to choose from for food and drink (if not pricey). Certainly better than Speake/Liverpool John Lennon Airport and probably the best in the north of England.,5
"Most prominent airport in the north west region. Busy, but still great service and customer service from the officials working on the ground and reception, as well as check out points.

Security and other staff are always helpful.

Great for duty-free shopping, good brew of coffee and snacks.

The new terminal area is very spacious with better check in facilities and less queues.

Thank you",5
"Terminal 1 - By far one of the worst airports I have ever traveled from.
Absolutely ridiculous delays resulted in me missing my flight last week even though I have arrived to the airport over 2 hrs early with extremely rude, unhelpful staff.
Today I am trapped in the aircraft on my way back due to the bus driver shortages at 00:50am!! They are just keeping us inside of the aircraft until their figure something out.
There’s no one to take us to the main building and zero indication as to when there will be.
It could be a way of making money for MAC as my boyfriend just had to spent over £20.00 parking fee waiting to pick me up.
Needless to say that the whole airport overall is badly managed , very complicated and unbelievably expensive !

£6 to even drop someone off or pick up..

Absolute disgrace

Terminal 3 - completely different experience- less busy, more modern and user friendly",1
It would help if the travellators worked between the station and T2. It's a long walk with cases. Posted in November 2023. Now almost February 2024 and STILL  no travellators working. Domestic arrivals to station still includes stairs AND  a 12 minute walk. Used Manchester as a starting point for long haul via LHR. Never again.,1
Very busy place with selection of shops and places to eat.,4
"Things were fine on first arriving, dealing with Jet2 staff to check in and bag drop were great. Went downhill from there! Had Fast Track included in booking, it was neither fast nor on track. Security staff standing around doing nothing. Fast Track queue at a standstill. Layout of security conveyor belt area all wrong. Took 35 minutes to get through with Fast Track, hate to think how long it would have been in ""normal queue""!",2
Low class airport. They are charging 2£ to access a defective trolley and no refund. What kind of service is this? Total scam they are forcing passengers to pay for the trolleys and the airport taxis are just over priced. Worst international airport ever. Never recommend,1
"I’ve travelled around the world for business for 25 years. I’ve been to hundreds of airports. I can say with some authority that Manchester Airport is the worst airport in the world. LAX has been demoted to second place. MAN is dingy, dirty, aging, confusing and dark. Fun fact, on this trip only half of one of the lift area could be used because someone had clearly urinated in the corner several hours earlier that day. The HR department seem to have a policy of only employing gruff, rude, ignorant security personnel. The x-ray machines are so out of date that they reject 90% of baggage that is sent through them, meaning that you are stuck in security for at least one hour as the security guards abuse travellers for forgetting to take liquids out of their bags. I passed through Manchester, yesterday I waited for one hour for my bag to be checked, the security person looked at me and sneeringly said “well… the x-ray hasn’t taken the photo properly” in an accusatory manner, zero apology, effectively blaming me for the machine’s mistake, I then had to wait a further 20 minutes for it to be sent back through the machine. I almost missed my flight. Utterly contemptuous attitude to Travellers. I understand that working in security, particularly near the x-ray machines is a life limiting choice. These people have to put up with clearly broken infrastructure, I would amazed if they didn’t get abused on a daily basis by utterly frustrated travellers, topped all this off with the fact that their life expectancy is reduced by the fact they didn’t know how to Google “airport X-ray machine exposure cancer risk” before agreeing to join the world’s most grumpy team. Honestly, I would rather walk to Manchester than use this horrendous place again.",1
The worst airport I've ever been to. Wi-Fi is only free for 4 hours. And it's slow as hell! Staff and locals are helpless and rude. Not enough seats. Overall it's just ridiculous,1
"Worst airport we had been to for a holiday start point. Long queues. It took us 45 minutes to drop our bags off, then over 1 hour to get through security. Only 2 lanes were open.  We told staff our flight gate is closing in 30 minutes, they said there is nothing they can do now but if it gets to the time of our flight and we're not through, then they will move us up to the top of the queue. Ridiculous really. By the time we got through security,  our plane was on final call. A run was needed!!! By the time we got to the gate, they just closed the doors. Luckily they open it up for us, however it took an additional 30 minutes to take off as the remaining 2 people on the plane were also struck at security.

Would highly recommend avoiding",2
"The Security checks on hand luggage at Terminal 1 -absolutely awful!! The staff (a lady in particular) were shouting at everyone before we had even reached the desk. The desk staff were very aggressive and abrupt, throwing small clear bags to us shouting ""your bag is too big"".

I do understand it is very important to make sure we are safe and I appreciate how busy it was but the shouting and abrupt behaviour was uncalled for. My 9 yr old daughter went from being really excited to crying her eyes out....ridiculous behaviour  professional staff.",1
"Quick and easy. Came in T3. Didnt have to walk long from the plane. Borders were very fast. Bags delivery was fast also. Going out from Manchester i must say, borders are very thorough in bagage checks. At 07:00 am at security there was already a 20 wait when your bag was pulled for inspection. For me was fast, i took my time to get liquids out, boots, belt, watch, wallet and water bottle. I really advise to get all things out. I must say the 2 people doing the bag checks at security were very friendly and told people not to forget of all the things they need to take care of.",5
"Lost my kindle at the airport as my bag  and kindle were put through check a second time.
A member of staff told me I had enough time to go back to security check and get it .
I didn't as it was too far to go from departure lounge .I'm 62 with arthritis and believe me thought I was going to be sick as I rushed so much as it was so far .
Needless to say I didn't have enough time they said  I had , and had to turn back to board.
On arrival back into UK and Manchester airport myself and partner went to lost and found. The man didn't seem very knowledgeable and so couldn't help us.
The kindle was brand new and needless to say I'm infuriated with lack of help at the airport.!",3
Not only do they fleece you for drop off but they can't even get the payment machines working properly. Truly run by jokers and chancers,1
"The airport itself is fine but charging people £6 to drop people off for 2mins & then another £ 6 to picking them up for literally 2 mins is daylight robbery, should be ashamed.",3
"Pretty good experience, mobility assistance staff were very helpful. The only issue was that at check-in, because the flight was full, we were asked to check one carry-on bag. My bag had my medical supplies in it, so it was allowed, my daughter in law checked one of her bags (all of our bags were well within the maximum allowed size for carry-on) when we were on the plane other passengers were getting on with huge, oversized bags, one woman was trying to stuff a hockey, equipment sized bag into an overhead storage locker",4
The airport is a spaghetti maze of roads and bad signage. Unless this is a regular occurrence and a daily routine finding your way around the airport can be ferociously scary and misleading. Other airports around the world have far clearer signage to find your way around. Terminal boards with specific airlines names on will help to find the right terminals and make them bigger please.,3
"My experience at Manchester Airport was marred by the dismissive attitude and lack of respect from the staff, highlighting a significant deficiency in customer service.
It’s definitely the worst aeroport ever seen",1
Absolutely shameful and rude staff at passport control. Holding a position of power does not entitle you to be aggressive and rude to children for no reason whatsoever. Avoid this airport if u can! Awful awful.,1
